avg_rating,number_ratings,enrollment,last_updated,lectures,duration,price2,discount,inst_rating,inst_review,inst_student,inst_course,cat_design,cat_development,cat_it software,cat_personal hobby
4.5,2023.0,10150.0,20.83333333333333,83.0,6.55,20.99,83,4.6,7226.0,31843.0,18.0,1,0,0,0
4.3,1288.0,4858.0,20.666666666666668,220.0,21.88333333333333,20.99,76,4.5,2250.0,8089.0,7.0,0,0,1,0
4.6,156.0,1565.0,17.916666666666668,40.0,9.216666666666667,64.99,88,4.3,25989.0,242683.0,43.0,0,0,1,0
4.5,1944.0,16516.0,19.916666666666668,54.0,5.3,21.99,83,4.6,31457.0,126576.0,11.0,0,1,0,0
4.1,2040.0,16074.0,20.83333333333333,157.0,23.466666666666665,16.99,90,4.2,9250.0,159228.0,19.0,0,0,1,0
4.3,1935.0,27475.0,20.83333333333333,44.0,3.5166666666666666,20.99,81,4.3,1935.0,27475.0,1.0,0,0,0,0
4.4,277.0,2052.0,20.416666666666668,34.0,2.6666666666666665,19.99,92,4.1,561.0,10264.0,3.0,0,0,0,0
4.4,1215.0,6183.0,20.75,76.0,9.3,16.99,84,4.4,1215.0,6183.0,1.0,0,1,0,0
4.5,3845.0,14271.0,20.416666666666668,49.0,3.783333333333333,16.99,88,4.5,6229.0,22774.0,7.0,1,0,0,0
4.5,448.0,2637.0,19.666666666666668,176.0,20.0,16.99,84,4.5,521.0,4044.0,8.0,0,0,0,0
4.2,329.0,1614.0,20.166666666666668,82.0,4.383333333333334,16.99,74,4.2,1337.0,16061.0,7.0,0,0,1,0
4.5,1923.0,11810.0,20.83333333333333,78.0,6.833333333333332,16.99,89,4.4,2944.0,21190.0,11.0,0,1,0,0
4.6,1351.0,4638.0,18.58333333333333,226.0,27.85,21.99,88,4.6,1924.0,6391.0,3.0,0,1,0,0
4.6,1804.0,7706.0,20.58333333333333,173.0,7.4833333333333325,19.99,87,4.6,3748.0,27338.0,4.0,0,0,1,0
4.1,538.0,5010.0,17.5,38.0,2.8666666666666667,16.99,92,4.3,20011.0,121394.0,51.0,0,0,0,0
4.3,839.0,3542.0,19.08333333333333,117.0,13.816666666666665,16.99,73,4.2,7513.0,66508.0,184.0,0,0,1,0
4.3,866.0,4556.0,19.916666666666668,35.0,4.35,23.99,89,4.3,1233.0,5570.0,3.0,1,0,0,0
4.3,688.0,3742.0,19.33333333333333,312.0,38.8,20.99,91,4.3,1813.0,7953.0,4.0,0,1,0,0
4.1,349.0,2428.0,20.58333333333333,71.0,6.083333333333332,21.99,89,4.1,1507.0,3876.0,5.0,0,0,0,0
4.2,881.0,3866.0,20.5,30.0,1.9333333333333331,16.99,84,4.2,1238.0,4927.0,9.0,0,0,1,0
4.3,691.0,3857.0,19.0,76.0,6.883333333333333,16.99,92,4.3,691.0,22682.0,1.0,0,1,0,0
4.6,161.0,815.0,20.83333333333333,66.0,3.2666666666666666,19.99,90,4.7,164.0,833.0,2.0,0,0,0,0
4.7,1478.0,6478.0,17.916666666666668,70.0,6.1,16.99,80,4.5,8170.0,26495.0,6.0,0,0,1,0
4.7,1329.0,5173.0,20.5,22.0,1.95,16.99,58,4.7,15799.0,53468.0,9.0,1,0,0,0
4.1,1528.0,5894.0,18.666666666666668,187.0,43.28333333333333,16.99,88,4.1,1528.0,5893.0,1.0,0,1,0,0
4.5,1038.0,4451.0,20.666666666666668,47.0,5.75,25.99,88,4.5,6229.0,22774.0,7.0,1,0,0,0
4.1,296.0,2105.0,20.416666666666668,75.0,14.633333333333333,16.99,60,4.1,296.0,2105.0,1.0,0,1,0,0
4.5,2274.0,7308.0,20.0,34.0,4.966666666666667,19.99,43,4.5,26337.0,93654.0,22.0,0,0,0,0
4.5,517.0,4168.0,20.416666666666668,88.0,7.8,21.99,88,4.5,517.0,4168.0,2.0,1,0,0,0
4.4,279.0,1497.0,20.416666666666668,124.0,16.183333333333334,21.99,92,4.5,311.0,1544.0,2.0,0,0,1,0
4.4,775.0,4757.0,20.33333333333333,192.0,11.433333333333335,34.99,90,4.5,3172.0,14888.0,5.0,0,1,0,0
4.3,131.0,536.0,16.833333333333332,29.0,1.8166666666666669,16.99,72,4.3,131.0,536.0,1.0,0,0,0,0
4.5,181.0,1145.0,20.33333333333333,118.0,10.083333333333334,16.99,32,4.4,551.0,2736.0,4.0,0,1,0,0
4.6,1563.0,4809.0,20.58333333333333,350.0,29.25,19.99,92,4.5,13415.0,64047.0,16.0,0,0,1,0
3.9,233.0,1021.0,18.666666666666668,48.0,4.05,16.99,92,3.9,707.0,2714.0,2.0,0,0,1,0
3.8,186.0,1210.0,20.666666666666668,43.0,2.9,16.99,80,4.1,398.0,6527.0,13.0,0,0,0,0
4.4,514.0,2077.0,20.75,301.0,21.183333333333334,27.99,32,4.4,825.0,2807.0,5.0,0,1,0,0
4.5,600.0,2440.0,18.25,139.0,10.366666666666667,21.99,79,4.4,653.0,2797.0,2.0,0,1,0,0
4.4,2545.0,10629.0,20.416666666666668,49.0,4.9,16.99,88,4.4,2730.0,14421.0,2.0,0,0,1,0
4.7,1215.0,9065.0,19.5,78.0,12.65,16.99,88,4.5,61441.0,190125.0,15.0,0,0,0,0
4.7,17.0,162.0,20.5,50.0,10.133333333333333,17.99,91,4.4,209.0,730.0,3.0,1,0,0,0
4.2,2610.0,13213.0,20.666666666666668,92.0,13.933333333333335,16.99,91,4.2,21822.0,84160.0,15.0,0,0,1,0
4.3,1595.0,31944.0,20.25,38.0,3.533333333333333,16.99,92,4.3,4458.0,96234.0,8.0,0,0,0,0
4.5,1239.0,7578.0,20.666666666666668,30.0,4.833333333333333,17.99,92,4.5,2630.0,15932.0,8.0,1,0,0,0
4.4,360.0,1338.0,18.33333333333333,103.0,14.25,16.99,91,4.3,698.0,2114.0,4.0,0,0,0,0
4.6,2582.0,12753.0,19.25,50.0,6.666666666666668,17.99,90,4.6,8347.0,60636.0,5.0,0,0,0,1
4.1,141.0,729.0,20.416666666666668,16.0,0.95,51.99,89,4.4,180.0,1152.0,9.0,0,0,0,1
4.1,515.0,1695.0,20.83333333333333,133.0,13.3,19.99,32,4.0,674.0,2599.0,4.0,1,0,0,0
4.0,197.0,757.0,20.75,237.0,21.65,16.99,43,4.0,465.0,1609.0,2.0,0,1,0,0
4.4,3450.0,15682.0,19.83333333333333,53.0,3.583333333333333,17.99,82,4.4,40062.0,218934.0,17.0,0,1,0,0
4.4,1411.0,8901.0,20.83333333333333,56.0,3.9,17.99,89,4.4,3576.0,42497.0,2.0,0,0,1,0
4.5,385.0,17055.0,20.416666666666668,204.0,18.233333333333334,21.99,88,4.5,16104.0,124419.0,12.0,1,0,0,0
4.5,112.0,508.0,20.5,107.0,8.9,19.99,92,4.4,123.0,578.0,2.0,0,0,0,0
4.4,426.0,2523.0,17.666666666666668,86.0,12.166666666666664,25.99,67,4.5,11922.0,53682.0,10.0,0,0,0,0
4.2,251.0,2413.0,19.416666666666668,58.0,8.183333333333334,20.99,92,4.1,251.0,12009.0,1.0,0,0,1,0
4.3,690.0,4796.0,19.75,26.0,4.45,17.99,89,4.2,7513.0,66526.0,184.0,0,0,1,0
4.6,1863.0,10691.0,20.83333333333333,109.0,11.733333333333333,21.99,92,4.6,8745.0,29901.0,10.0,0,0,0,0
4.5,2298.0,11385.0,19.916666666666668,74.0,6.166666666666668,24.99,67,4.5,15417.0,69523.0,8.0,0,0,0,0
3.9,143.0,726.0,20.166666666666668,379.0,34.65,20.99,58,3.6,181.0,910.0,3.0,0,0,1,0
4.5,509.0,4173.0,19.916666666666668,524.0,17.716666666666665,17.99,86,4.2,7513.0,66526.0,184.0,0,0,1,0
4.3,374.0,1362.0,20.83333333333333,29.0,1.8166666666666669,16.99,92,4.3,374.0,1362.0,1.0,0,0,1,0
4.6,676.0,2455.0,19.166666666666668,11.0,2.8833333333333333,16.99,32,4.6,18253.0,122504.0,20.0,0,0,0,1
4.5,4090.0,24165.0,19.666666666666668,39.0,5.616666666666667,25.99,89,4.5,60107.0,236203.0,12.0,0,1,0,0
4.4,3378.0,16124.0,20.416666666666668,103.0,12.816666666666665,24.99,69,4.4,3767.0,18101.0,3.0,0,0,0,0
4.5,419.0,1691.0,20.666666666666668,351.0,23.33333333333333,36.99,91,4.4,1459.0,5150.0,7.0,0,0,0,0
4.7,5611.0,21160.0,20.83333333333333,88.0,3.8333333333333335,16.99,69,4.7,87085.0,224428.0,13.0,0,1,0,0
4.1,427.0,2967.0,20.83333333333333,168.0,15.733333333333333,20.99,92,4.5,10405.0,100781.0,8.0,0,0,1,0
4.6,645.0,2854.0,20.416666666666668,155.0,16.016666666666666,27.99,43,4.6,1003.0,8426.0,3.0,0,0,0,0
4.4,4933.0,37968.0,16.666666666666668,97.0,7.816666666666666,16.99,77,4.5,41764.0,255340.0,15.0,0,0,0,0
4.2,543.0,1605.0,20.75,19.0,2.6,17.99,89,4.1,807.0,2462.0,4.0,0,0,0,0
4.2,1127.0,7810.0,20.416666666666668,118.0,7.833333333333332,16.99,92,4.3,1520.0,11276.0,13.0,0,0,1,0
4.4,1262.0,6784.0,20.666666666666668,284.0,17.133333333333333,27.99,89,4.3,1333.0,11280.0,3.0,0,0,0,0
4.6,740.0,13463.0,20.666666666666668,57.0,3.8333333333333335,19.99,88,4.5,978.0,19113.0,2.0,0,0,0,0
4.8,857.0,3743.0,17.25,107.0,7.583333333333332,17.99,89,4.6,1383.0,11821.0,6.0,0,0,0,0
3.4,182.0,887.0,20.58333333333333,281.0,12.066666666666665,19.99,88,3.4,370.0,2038.0,3.0,0,0,0,0
4.8,180.0,1288.0,20.83333333333333,83.0,4.35,16.99,84,4.6,731.0,6592.0,5.0,0,0,0,1
4.5,856.0,4904.0,20.83333333333333,27.0,1.85,51.99,60,4.5,26464.0,140716.0,14.0,0,0,0,0
4.6,5181.0,25365.0,17.0,70.0,13.083333333333336,17.99,87,4.5,12963.0,92964.0,21.0,0,0,1,0
4.6,3488.0,17916.0,20.83333333333333,26.0,1.5,16.99,72,4.4,80108.0,271227.0,82.0,0,0,0,0
4.5,3563.0,16217.0,19.916666666666668,54.0,4.2,21.99,87,4.6,114787.0,285433.0,17.0,0,1,0,0
4.3,1559.0,6272.0,17.333333333333332,217.0,23.93333333333333,39.99,32,4.4,14845.0,250102.0,33.0,0,0,1,0
4.5,1655.0,8253.0,19.58333333333333,50.0,6.066666666666666,16.99,88,4.5,3552.0,11939.0,14.0,0,0,1,0
4.6,1127.0,4729.0,20.416666666666668,50.0,7.133333333333334,16.99,92,4.5,5575.0,55538.0,3.0,0,1,0,0
4.5,356.0,1209.0,20.75,21.0,0.95,46.99,78,4.5,999.0,2521.0,4.0,0,0,0,0
4.2,190.0,727.0,15.333333333333336,45.0,3.75,27.99,89,4.4,209.0,730.0,3.0,1,0,0,0
4.0,430.0,1563.0,19.416666666666668,124.0,12.083333333333336,19.99,55,4.0,430.0,1563.0,1.0,0,0,1,0
4.0,338.0,1010.0,18.666666666666668,19.0,4.666666666666667,17.99,43,4.0,777.0,13776.0,3.0,0,0,0,0
4.8,1180.0,8972.0,20.83333333333333,44.0,5.683333333333334,16.99,32,4.6,14053.0,85252.0,16.0,0,0,0,1
4.2,477.0,3594.0,20.75,91.0,11.516666666666667,21.99,89,4.2,1584.0,10670.0,13.0,0,0,0,0
4.3,465.0,3941.0,20.75,49.0,3.25,21.99,87,4.5,26464.0,140716.0,14.0,0,0,1,0
4.5,353.0,2545.0,20.666666666666668,45.0,6.216666666666668,16.99,80,4.3,481.0,8503.0,10.0,0,0,0,0
4.5,2426.0,23815.0,20.33333333333333,7.0,1.1666666666666667,16.99,92,4.5,2459.0,27920.0,2.0,0,0,0,0
4.3,2118.0,8794.0,19.08333333333333,60.0,5.1,16.99,43,4.3,2895.0,10375.0,6.0,0,0,1,0
4.4,365.0,5993.0,20.83333333333333,21.0,3.8166666666666655,16.99,32,4.2,6376.0,103739.0,13.0,0,0,1,0
4.4,1282.0,17333.0,20.25,43.0,5.55,20.99,82,4.5,4364.0,41716.0,21.0,0,0,0,0
4.7,1655.0,5774.0,20.75,109.0,11.566666666666665,23.99,32,4.5,2006.0,8488.0,4.0,0,0,1,0
4.5,2716.0,11405.0,20.5,21.0,5.033333333333333,16.99,50,4.6,13835.0,62988.0,11.0,0,0,0,0
4.4,898.0,3404.0,19.75,21.0,1.9833333333333332,16.99,31,4.4,17599.0,100305.0,18.0,0,0,1,0
4.7,3553.0,15005.0,20.83333333333333,229.0,30.85,19.99,86,4.7,11423.0,31593.0,19.0,0,0,0,0
4.5,386.0,1407.0,20.83333333333333,41.0,3.5,20.99,84,4.4,1498.0,21767.0,10.0,0,0,0,0
4.4,2648.0,15136.0,16.666666666666668,106.0,9.833333333333334,16.99,77,4.6,16672.0,47822.0,9.0,0,0,1,0
4.6,549.0,3439.0,16.666666666666668,25.0,4.683333333333334,16.99,87,4.7,14176.0,43434.0,9.0,0,0,0,0
3.6,259.0,1039.0,20.33333333333333,92.0,6.7,16.99,84,3.9,2699.0,35009.0,22.0,0,0,1,0
3.8,188.0,3235.0,20.83333333333333,33.0,3.95,17.99,88,3.8,188.0,3235.0,1.0,0,0,0,0
4.4,1028.0,9715.0,20.33333333333333,55.0,3.6,16.99,80,4.4,1028.0,9715.0,1.0,0,0,1,0
4.4,1970.0,8946.0,17.25,117.0,12.866666666666667,29.99,88,4.3,7715.0,51159.0,7.0,0,0,1,0
4.5,414.0,2758.0,19.166666666666668,131.0,17.483333333333334,34.99,92,4.5,46162.0,130166.0,33.0,0,0,1,0
4.4,1746.0,10341.0,19.0,55.0,4.8,17.99,32,4.5,35048.0,255012.0,40.0,0,0,1,0
4.6,2783.0,18667.0,20.75,130.0,12.45,17.99,80,4.6,36082.0,160157.0,9.0,0,1,0,0
4.2,1453.0,7417.0,18.83333333333333,58.0,6.433333333333334,20.99,77,4.3,11837.0,65437.0,38.0,0,1,0,0
4.3,1144.0,4715.0,17.583333333333332,42.0,3.4333333333333336,17.99,88,4.4,2581.0,8558.0,7.0,0,0,0,0
3.3,103.0,243.0,19.916666666666668,18.0,3.1,17.99,88,3.3,103.0,243.0,1.0,0,0,1,0
4.4,546.0,2176.0,20.58333333333333,81.0,7.783333333333332,16.99,88,4.7,849.0,14101.0,4.0,0,0,0,0
4.7,707.0,3723.0,20.0,42.0,5.616666666666667,16.99,79,4.7,11423.0,31593.0,19.0,0,0,0,0
4.6,2796.0,15941.0,20.83333333333333,189.0,14.766666666666667,16.99,32,4.6,2796.0,15941.0,1.0,0,1,0,0
3.7,225.0,2761.0,19.08333333333333,297.0,24.13333333333333,21.99,92,3.8,1041.0,7685.0,14.0,0,0,1,0
4.5,549.0,3495.0,20.83333333333333,350.0,29.25,19.99,86,4.3,1394.0,11199.0,3.0,0,1,0,0
4.0,341.0,2251.0,19.166666666666668,343.0,43.33333333333334,23.99,87,4.4,7731.0,32830.0,20.0,0,1,0,0
4.4,3719.0,16173.0,16.666666666666668,66.0,6.866666666666667,21.99,86,4.3,6636.0,35334.0,10.0,0,0,0,0
4.5,484.0,5637.0,20.666666666666668,133.0,9.8,19.99,88,4.5,5575.0,55536.0,3.0,1,0,0,0
4.6,1667.0,10518.0,20.5,196.0,12.733333333333333,23.99,91,4.6,23126.0,153359.0,8.0,0,0,1,0
4.5,2378.0,12734.0,20.58333333333333,54.0,7.7,21.99,72,4.4,3613.0,49891.0,5.0,0,1,0,0
4.8,1040.0,6138.0,20.25,31.0,2.65,16.99,89,4.7,28856.0,110341.0,15.0,0,0,0,0
4.9,913.0,5068.0,19.08333333333333,221.0,30.2,20.99,89,4.7,14790.0,45655.0,11.0,0,1,0,0
4.2,236.0,1150.0,20.83333333333333,31.0,7.116666666666666,19.99,88,4.3,2259.0,6612.0,7.0,0,0,0,0
4.5,4441.0,27170.0,17.25,56.0,6.35,17.99,91,4.5,61441.0,190125.0,15.0,0,0,0,0
4.2,2388.0,12875.0,20.666666666666668,28.0,2.2,21.99,92,4.2,6562.0,33468.0,11.0,0,0,0,0
4.1,647.0,2890.0,17.833333333333332,136.0,17.883333333333333,21.99,91,4.3,25989.0,242653.0,43.0,0,0,1,0
4.4,343.0,3708.0,20.416666666666668,32.0,3.65,16.99,43,4.4,7604.0,55537.0,6.0,0,0,0,0
4.1,981.0,6304.0,20.75,43.0,7.0166666666666675,16.99,58,4.2,21822.0,84160.0,15.0,0,0,1,0
4.5,1124.0,7955.0,20.83333333333333,40.0,3.1,16.99,88,4.4,24003.0,232079.0,19.0,0,1,0,0
4.4,740.0,2849.0,19.166666666666668,148.0,102.75,16.99,92,4.5,26337.0,93654.0,22.0,0,0,0,0
4.3,2735.0,16818.0,18.666666666666668,40.0,8.283333333333333,16.99,91,4.3,9255.0,86452.0,19.0,1,0,0,0
3.6,473.0,1946.0,19.166666666666668,29.0,4.183333333333334,21.99,74,3.8,1283.0,13536.0,3.0,0,0,1,0
2.1,69.0,350.0,20.08333333333333,124.0,27.066666666666666,21.99,89,3.4,672.0,11641.0,59.0,0,0,1,0
4.7,2605.0,6430.0,20.166666666666668,102.0,10.316666666666666,16.99,88,4.7,45475.0,209352.0,9.0,0,0,1,0
4.1,651.0,2758.0,20.83333333333333,334.0,40.5,16.99,32,4.1,651.0,5088.0,1.0,0,1,0,0
4.7,1687.0,20698.0,19.416666666666668,251.0,31.716666666666665,27.99,87,4.7,32198.0,125236.0,9.0,0,0,0,0
4.6,439.0,1865.0,19.33333333333333,58.0,4.416666666666667,21.99,69,4.6,2020.0,4388.0,7.0,0,0,1,0
4.7,3338.0,21953.0,20.666666666666668,97.0,7.6,16.99,32,4.7,7860.0,59049.0,4.0,0,1,0,0
4.3,1401.0,5343.0,17.583333333333332,71.0,7.283333333333332,16.99,88,4.4,39566.0,149857.0,226.0,0,0,0,0
4.5,1474.0,7776.0,20.33333333333333,29.0,2.4833333333333334,21.99,88,4.6,13835.0,62988.0,11.0,0,0,0,0
4.5,2086.0,11781.0,14.916666666666664,77.0,5.666666666666668,20.99,43,4.5,2244.0,13704.0,2.0,0,0,0,0
4.5,904.0,20471.0,19.83333333333333,38.0,3.4166666666666665,16.99,80,4.4,29643.0,221522.0,16.0,0,0,0,0
4.6,1846.0,40046.0,19.916666666666668,76.0,5.933333333333334,19.99,88,4.5,9080.0,153929.0,31.0,1,0,0,0
4.3,5074.0,43312.0,20.83333333333333,34.0,3.633333333333333,19.99,83,4.4,17156.0,118607.0,26.0,0,0,1,0
4.5,4314.0,13226.0,20.666666666666668,46.0,4.55,19.99,58,4.5,4314.0,13218.0,1.0,0,1,0,0
4.2,136.0,480.0,20.58333333333333,37.0,4.516666666666667,19.99,51,3.8,277.0,1478.0,3.0,0,1,0,0
4.0,573.0,2213.0,20.83333333333333,53.0,5.4833333333333325,21.99,87,4.2,7513.0,66526.0,184.0,0,0,1,0
4.3,3073.0,8948.0,17.25,69.0,3.65,20.99,84,4.4,15624.0,36482.0,15.0,0,0,0,0
